Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name,Description,Latitude,Longitude
LOVE THIS  2 BEDROOM CLOSE TO UNIVERSITIES,3603,"1545 / 1551 South Park Street, Halifax, NS, B3J 4B3","January 28, 2024 10:01 PM",over a month ago,Apartment,2,2,Water,Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,Yes,"Gym,Concierge,24 Hour Security",Professional,paramount-universalgroup.securecafe.com,"Experience elevated living in an unbeatable downtown Halifax location. The Paramount offers an exclusive vantage point overlooking the serene Public Gardens, with the brand-new John W. Lindsay YMCA, fabulous dining options and boutiques just steps away. With its modern architectural design, luxurious finishes, and thoughtful layout, this prestigious address redefines spacious living, rare for downtown Halifax.,Oversize windows flood the dining and living spaces with natural light, creating a fresh and inviting atmosphere. Stylish renovations have revitalized the common areas, from the welcoming lobby to the hallways and the stunning resident club room. You'll find instagrammable moments everywhere.,Key Features:,Discover a new level of urban living at The Paramount.",44.6489,-63.57537
1 bedroom apartment with underground parking ,1795,"52 Supreme Ct, Halifax, NS B3N 2L4","January 29, 2024 4:47 PM",over a month ago,Apartment,1,1,,Not Included,1,1 Year,Limited,"1,200",No,,Yes,,Outdoors only,,Owner,,"1 bedroom apartment in a great location, comes with underground parking, heat, and fridge stove, dishwasher, microwave, and in suite laundry, there is also a patio on the unit! All you pay is lights which is roughly 100 a month, there is also a heatpump in the unit. I am moving out as I got a job offer out of town so this is a lease take over that ends the end of August, contact me here for more info, the unit is available now for take over. Message me if interested an i can help with the process to get approved to take over the lease. This unit is located in the boss plaza 2, a very professional an well maintained building, this is a very quiet and friendly building.
Thanks",44.65752,-63.63352
Furnished rental in Herring Cove. $1350 a month all include,1350,"Herring Cove, NS B3V 1H8","January 29, 2024 5:46 PM",over a month ago,Apartment,1,1,"Hydro,Heat,Water",,1,Month-to-month,No,800,Yes,Fridge / Freezer,No,Balcony,No,Storage Space,Owner,,"Welcome to studio 34 located in picturesque Herring Cove. This is a furnished one bedroom, one bathroom (shower no tub) unit with a beautiful sunny living space and it’s own entrance. 2 min walk to bus stop and parking for one car is available. The kitchenette includes a mini fridge, microwave, toaster oven, coffee maker and kettle. No laundry, stove, or kitchen sink. Available for month to month rental. Half months rent required for damage deposit upon renting and must show proof or income. Please send request to view. Available Feb 1st.",44.5663,-63.56574
Lower level house for rent,1700,"Herring Cove, NS B3R","January 29, 2024 7:13 PM",over a month ago,Apartment,2,1,"Hydro,Heat,Water",Not Included,1,1 Year,No,800,No,"Laundry (In Unit),Fridge / Freezer",No,Yard,Yes,,Owner,,"2 bedroom unit with laundry
Private entrance
Heat/hot water/power included",44.59392,-63.62341
"2 Beds, 1 Bath Apartment in Clayton Park",2300,"Kearney Lake Road, Halifax, NS","January 30, 2024 1:55 AM",over a month ago,Condo,2,1,,Not Included,1,1 Year,Limited,920,No,Laundry (In Unit),No,,Outdoors only,"Pool,Elevator in Building",Owner,,"Condo living with great accessibility in Cambria Park! This 920 sqft condo unit features 2 bedrooms and 1 bath, relax on the large beautiful in-ground pool located in the central courtyard. Nearby bus stop and only minutes away. Secure building with elevator, very clean and well maintained.,Only serious inquiries please. Proof of income / demonstrating stability to cover rent will be requested. Applicants must agree to a credit check, and background check as Landlord considers applications.",44.68327,-63.67004
1173 WELLINGTON ST. - ONE BEDROOM APARTMENT,1850,"1173 Wellington Street, Halifax, NS","January 30, 2024 1:01 PM",over a month ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,600,No,Laundry (In Building),No,,No,"Bicycle Parking,Storage Space",Owner,,"Cozy one bedroom apartment in South End of Halifax. Secure building and bright unit. Walking distance to downtown, both universities as well as QEII and IWK hospitals.,Heat and hot water included.
Storage locker included.
Coin operated laundry in building.,Available for immediate occupancy.,Please contact Greg at (902) 449-4683 for more information and to set up a viewing.",44.63707,-63.58027
3 Bed 1 Bath in Central Halifax,2800,"Convoy Ave, Halifax, NS B3N","January 30, 2024 10:05 PM",over a month ago,Apartment,3,1,Water,Not Included,2,1 Year,No,"1,100",No,Laundry (In Building),No,"Yard,Balcony",Outdoors only,,Owner,,"3 Bed 1 Bath upper flat in central Halifax available for rent.
Move In: March 1, 2024
Lease: 1-Year Fixed Term
Monthly Rent: $2800 + Utilities
Included in Rent: Water, parking in private driveway (2 Spots)
Property Details:
- 3 Bedrooms
- 1 Bathroom
- Shared Laundry in common area
- Appliances: fridge, stove, microwave
- Unfurnished
- Not pet friendly
Property Features:
- On street parking available
- Electric heating
- 40 meters from nearest bus stop.
- Close to shopping, restaurants, schools, and more
Looking for professional, non-smoking, mature, and quiet individuals.
For those interested, please DM me email address and I will send you the application form.
Serious inquiries only. Rental and employment reference as well as credit checks required. Viewings open to successful pre-screen applicants only. ",44.65494,-63.6428
Bachelor Apartment Lower Sackville,1000,"Smokey Drive, Lower Sackville, NS","January 31, 2024 12:39 AM",over a month ago,Basement,Bachelor/Studio,1,"Hydro,Heat,Water",,1,1 Year,Limited,500,No,"Laundry (In Unit),Fridge / Freezer",Yes,"Yard,Balcony",Outdoors only,,Owner,,"Looking for someone to take over the lease to my basement apartment for rent in Lower Sackville, close to the highway and walking distance to most stores and banks.
1000$ per month with all utilities included (Heat, Water, Power, Wifi, Parking)
It's located in a very nice neighborhood near plenty of walking trails. It's approximately a 15-20 minute drive to both Dartmouth and Halifax equally.
Also Located not far from bus routes.,Extra storage can be put in the laundry room if you want.,Contact me with your name, occupation, and preferred means of contact.,Single occupancy only. No smoking and pets are limited. Must have references.",44.7848,-63.68692
Luxury Condo Apartment for Rent @Halifax downtown,4100,"Brunswick Street, Halifax, NS","January 31, 2024 2:30 PM",over a month ago,Condo,3,1.5,Water,Not Included,1,Month-to-month,No,"2,500",Yes,Laundry (In Unit),No,Balcony,Outdoors only,,Owner,,"Nestled in a quiet, secured, and friendly neighborhood, our apartment offers a spacious and modern living space with all the necessary amenities. If you're planning to move in with your family, this apartment is perfect for you.
Located within walking distance to Waterfront and downtown shopping with easy access to public transport, this apartment is a perfect location for exploring Halifax in a carefree manner. With easy access to major highways and attractions",44.65315,-63.58229
South end 1 br &amp; Den,1675,"South Street, Halifax, NS","January 31, 2024 4:45 PM",over a month ago,Apartment,1 + Den,1,"Heat,Water",Not Included,0,1 Year,Limited,600,No,"Laundry (In Building),Fridge / Freezer",No,,Outdoors only,,Owner,,"Conveniently located with walking distance to universities, hospitals and all amenities. Heat and hot water included and two entrances. Please contact 902 802 5658 f or more info, video and viewings",44.63964,-63.57248
Unit for rental,2200,"Morris St, Halifax, NS B3J 1C4","January 31, 2024 10:45 PM",over a month ago,Apartment,1 + Den,1,,Not Included,0,1 Year,Yes,"1,000",No,,No,,No,,Owner,,"The unit on the top floor of the house is for rent. It can be moved in from February. It has a glass roof and includes water. It is located in Halifax Downtown, convenient for traveling, close to hospitals and schools. Separate entrance and exit, in-unit washer and dryer. Very nice neighbors. Can keep small and docile pets.,Please email to seigio0325@gmail.com or text to 9026133333",44.64042,-63.57702
"One Bedroom, Lower Sackville, Kaye Street",1350,"Lower Sackville, NS B4C 1N2","January 13, 2024 3:29 PM",over a month ago,Apartment,1,1,"Hydro,Heat,Water",Not Included,1,1 Year,Limited,766,No,"Laundry (In Building),Fridge / Freezer",No,,No,,Owner,,"Clean, spacious one bedroom apartment in smoke-free 18-unit security building. Located on Kaye Street, Lower Sackville (in residential area). Close to bus route. Heat, lights, water and parking for one vehicle included.
Ceramic and laminate flooring throughout.
Mature persons only need apply. Zero tolerance for
parties, loud music and the illegal drug scene.
If interested, please contact Gary at 902-222-0799",44.76679,-63.67853
Bachelor Apartment for Rent (furnished),875,"Dartmouth, NS B2Y 2C4","January 13, 2024 4:22 PM",over a month ago,Apartment,Bachelor/Studio,1,Water,Not Included,1,Month-to-month,No,700,Yes,Fridge / Freezer,No,Yard,Outdoors only,,Owner,,"This Apt. is in an eight unit Bachelor building located in Central Dartmouth and on the bus route for easy transportation to all amenities. The tenant will be responsible for electric (which includes heat). Looking for a responsible, mature, considerate individual who is respectful of others. Accepting preliminary applications by phone at 902 469-0903.
Potential occupants will be given a viewing of the unit before completion of the rental agreement.",44.66652,-63.54957
Mom of 4 looking for a 2 or 3 bedroom ,1800,"Cole Harbour Rd, Cole Harbour, NS, B2W 6J9","January 14, 2024 12:41 PM",over a month ago,Apartment,2 + Den,1.5,,Not Included,1,1 Year,Limited,400,No,,Yes,,No,,Owner,,"I have till end of February no later....
I am in desperate need of a 2 or a 3 bedroom place. I am a mom of 4 children 2 boys 2 girls I do have co signer to be honest my credit ain't good ....
I'm on assistance and rent can be paid directly to u and I would also pay out of my child tax .
My number is 19022172140...... I do have a personal reference Jim alying his number is 902-402-0481.
I don't party or drink or smoke or vape I keep to myself .. I try to keep my children as quiet as I can,Either house to rent or apartment or duplex , basement apartment .... Please we will take
Anything
",44.6824,-63.47323
2 bedroom 2  bathroom with parking ,2400,"Trunk 2, East Hants, B2T 1C8","January 14, 2024 2:16 PM",over a month ago,Apartment,2,2,,Not Included,1,1 Year,Yes,"1,200",No,,Yes,,No,,Owner,,"Welcome to modern living at The River Residence. A beautiful new development centrally located at 159 Hwy 2 in Enfield This thoughtfully designed building offers fantastic amenities and breathtaking river views! Currently, under construction, The River Residence will be completed by the end of this year and we are currently renting 2 bedrooms and 2 Bedroom units for January, February, and March occupancy ranging in price from $2400-$2500/mo and including heat, water, underground parking for one car, and 6 full-sized appliances, a large storage unit. All units also have a ductless heat pump for cooling and a spacious balcony. The building is pet-friendly and non-smoking, tenants are responsible for power and several units feature spectacular river views. Just off the highway, 5 minutes to the airport, 30 minutes to Halifax, and minutes from grocery, pharmacy, and local amenities. If you are interested or to request an application please reply to this Ad.",44.93442,-63.53353
