Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name,Description,Latitude,Longitude,extraction_date
"Renovated 1 bedroom on the Dartmouth waterfront, Available NOW!",1695,"223 Windmill Rd., Dartmouth, NS, B3A 4M6",2024-02-26T00:32:22.000Z,23 days ago,Apartment,1,1,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"24 Hour Security,Bicycle Parking",Professional,,"Available NOW!,To fill out the online application please visit our site's homepage, WWW.OLYMPUSPROPERTIES.CA,To view contact Barb at 902-830-1835.,This beautifully renovated apartment is located in a clean, quiet, and secure 132-unit building at 223 Windmill Rd on the Dartmouth waterfront. The rent for this beautiful apartment includes the heat, hot and cold water, fridge, stove, dishwasher, parking for one, and on-site coin laundry. This location also offers you close proximity to Burnside Industrial Park, good access to the ferry, bus routes, NSCC Akerley Campus, MacDonald Bridge, and downtown Dartmouth and Halifax.,THIS PROPERTY IS SMOKE-FREE/PET-FREE.,pictures are of a similar unit.",44.67147,-63.588,2024-03-19
Ready Jan 1st One Bedroom + Den Apartment in Clayton Park,2095,"333 Main Avenue, Halifax, NS, B3S 0B6",2024-02-26T00:32:30.000Z,23 days ago,Apartment,1 + Den,1,"Heat,Water",Not Included,0,1 Year,Limited,"1,250",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Professional,www.templetonproperties.ca,,44.65147,-63.65379,2024-03-19
FULLY RENOVATED UNIT DARTMOUTH WATERFRONT  Available now!,1695,"249 Windmill Road, Dartmouth, NS, B3A 4M6",2024-02-26T00:32:30.000Z,23 days ago,Apartment,1,1,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"24 Hour Security,Bicycle Parking",Professional,www.olympusproperties.ca,"Spacious one bdrm unit with a balcony on Dartmouth waterfront. The rent includes a new fridge, stove, dishwasher, and over-the-range microwave. There is outside parking for 1 or the option for underground for a fee. Heat, hot water, onsite coin-operated laundry, and onsite super. This building is clean, safe, and secure being monitored inside and out. Close proximity to Sobeys, No Frills, Dartmouth Shopping Plaza, the Dartmouth Bus Terminal, and Burnside Industrial Park. It is approximately halfway between the McKay and the MacDonald Bridges. Pictures are of a similar unit.,The building is pet-free and smoke-free; there is a designated smoking area outside.",44.67307,-63.5909,2024-03-19
"Fully-Furnished, Self-Contained, 1-Bedroom Unit",1900,"Brook Street, Halifax, NS",2024-02-26T02:43:31.000Z,23 days ago,Apartment,1 + Den,1,"Hydro,Heat",,1,Month-to-month,Limited,950,Yes,Laundry (In Unit),Yes,Yard,No,,Owner,,"-, 1-bedroom short-term rental, self-contained suite with separate entrance - Apr. or May 1.,Modern, convenient, open-concept suite for long or short-term stays. Everything you need for a comfortable and enjoyable stay is included in the price.,You will have a spacious bedroom, private entrance, kitchen (fridge-freezer, hot plate, microwave, mini-oven), bathroom, living room, office, and reading nook. Ideal for homestay, school or work placement, or similar.,Parking, heat, hot water, Internet, cable, electricity are all included.,→ Centrally located
→ Thoughtfully designed
→ Quiet neighborhood
→ Quick access to bike trail,* & .",44.64255,-63.63036,2024-03-19
1 bedroom apartment dog friendly in Clayton park,1850,"179 Lacewood Dr, Halifax, NS B3M 2N9",2024-02-26T18:41:45.000Z,22 days ago,Apartment,1,1,"Heat,Water",Not Included,1,1 Year,Yes,750,No,Laundry (In Building),No,Yard,Outdoors only,Bicycle Parking,Owner,,"Large 1 bedroom apartment
Dog friendly ( small or medium)
Location: 179 lacewood Drive
Heat, hot water included and one parking
Rent $1850
Deposit : $925
Patio
Call or text Teddy at 902 8307828
To view and get application ",44.66396,-63.64435,2024-03-19
FULLY RENOVATED,1600,"18 Penny Avenue, Halifax, NS",2024-02-26T20:20:45.000Z,22 days ago,Apartment,1,1,"Heat,Water",Not Included,1,1 Year,No,600,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,24 Hour Security,Owner,,"SEVERAL units just finished!!! These one bedroom NON-SMOKING apartments sit on a quiet cul-de-sac facing Long Lake Provincial Park just off of Dunbrack St North. Great access to downtown, or to out-of-town. All units are fully renovated and have many features: 50” fireplaces, built-in microwaves and dishwashers, separate dining space, tile and glass bathrooms with deep soaker tubs, walk-in bedroom closets with custom shelving, designated storage closets and more!! Your one year lease includes heat, hot water and parking for between $1600-$1700. Units are in a security building with 24/7 supervision and are available immediately. For a viewing appointment TEXT ONLY to 902-877-6100. Sorry, no pets. We look forward to welcoming you home!!",44.62105,-63.62153,2024-03-19
HAMMONDS PLAINS Equestrian Lane 2 Bedroom unit for May,1950,"11 Equestrian Lane, Upper Hammonds Plains, NS, B4B 1P2",2024-02-26T21:36:04.000Z,22 days ago,Apartment,2,1,Water,Not Included,2,1 Year,Yes,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,"Yard,Balcony",No,,Professional,,,44.75902,-63.85706,2024-03-19
"Empress Gardens - 2 Bedroom, 2 Bathroom, Den Apartment for Rent",2345,"461 Larry Uteck, Halifax, NS, B3M 0H3",2024-02-27T00:08:06.000Z,22 days ago,Apartment,2 + Den,2,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"24 Hour Security,Storage Space",Professional,www.hazelviewproperties.com,"Empress Gardens is conveniently situated only 15 minutes from downtown Halifax and Dartmouth. Public transit is at your door and there are schools and playgrounds within walking distance. Hemlock Square Shopping Centre and Nine Mile Circle are just down the road. Once there, you'll find a Sobeys, drug stores, yoga studios, Happy Kids Indoor Playground, and much more. The Butcher's Block Pub, Nayya Pizza and Grill, Starbucks and Ravines Medical Centre Family Practice are only steps from your door. The woodland trails and pond of Hemlock Ravine Park are minutes away as well.,Empress Gardens is a recently built, modern rental community in Halifax's most sought-after neighbourhood. Your suite features premium finishes, stainless steel appliances (including a microwave and dishwasher), in-suite laundry, granite flooring, private balcony, a gym and a party room. Heat and hot water are included and parking is available.,Empress Gardens (461 Larry Uteck Boulevard) is sure to impress.",44.69884,-63.66379,2024-03-19
Studio apartment with den available for $1400/month. - Pending,1400,"Lakefront Road, Dartmouth, NS","February 15, 2024 3:55 AM",over a month ago,Apartment,1 + Den,1,"Hydro,Heat,Water",Not Included,1,Month-to-month,No,800,Yes,"Laundry (In Unit),Fridge / Freezer",No,Yard,Outdoors only,,Owner,,"Studio apartment with den available for 2 persons only $1400/m excluding utilities.,Maximum for two (2) persons only.
Location is at Cranberry Crescent off Mount Edward Road, Dartmouth.,Bus route available. 6 mins drive to Portland Street and 3 mins drive to Main Street.,This property is fully furnished except bedding.
",44.67108,-63.5507,2024-03-19
"April 1st-September1 st , Studio Downtown Halifax",1750,"Tobin Street, Halifax, NS","February 15, 2024 5:25 PM",over a month ago,Apartment,Bachelor/Studio,1,"Hydro,Heat,Water",Not Included,1,1 Year,No,450,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,Outdoors only,"Storage Space,Elevator in Building",Owner,,"Spacious, clean and quiet studio in heart of downtown Halifax (5252 Tobin street). super close to Atlantic superstore, Sobeys and shoppers(2 mins walk), two entrances(backdoor to Kent street and front door to Tobin street), very close to bus routes (7A, 7B, 29). Has its private balcony, two big closets, heating and hot water and electricity are included on monthly rent. Parking is available for an additional fee of 150$ per month. No pets are allowed. The unit is located on 6th floor, elevator and stairwells are available in the building. Laundry is in the building, central garbage chute available on the floor. Fridge, stove and dishwasher are the kitchen appliances. The unit is available from MARCH 1st and the lease is valid until September 1st with the possibility of renewal. The monthly rent for this unit is 1750$(without parking). Please contact me or send a message to book a visit if you are interested.
Tel: 647-832-3660",44.63883,-63.57149,2024-03-19
,,,,,,,,,,,,,,,,,,,,Private seller,,,44.66564,-63.59606,2024-03-19
2 BEDROOM NON SMOKING APARTMENT PET FRIENDLY,1795,"Halifax, NS B3R 1R3","February 17, 2024 10:05 AM",over a month ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,Limited,850,No,"Laundry (In Building),Fridge / Freezer",No,,No,,Owner,,"2 BEDROOM $1795
Available APRIL 1 2024
Please Reply with description of your situation and job situation, I cannot reply to you without this
Tenant Insurance Required
Large SUNNY 2 Bedroom NON SMOKING apartment with two entrances Safe Secure Great Location, ridiculously quiet, good neighbors, no druggies, no drama
Ground floor easy access, laminate flooring, no carpet,
Coin laundry
Rent is $1795 Includes heat , hot water and ONE parking spot
Near Library Exercise Complex and Wave Pool Walk to Mall, Mikes No Frills, Medical Clinic,
Bus Stop outside Easy access to Downtown Halifax ( 10 min) , or Dartmouth
Bus Routes 24 A and B, for Dal, one transfer, direct to St Marys if walk down to mall
Cats ok Dogs? Depends on the animal Lets talk
Probationary period for all tenants References will be thoroughly checked,The apt is available April 1 2023
If interested , please reply w number of people, approx ages, smoker/non smoker, number of cars( only one spot available) pets and type, source of income. It is a ground floor unit. The apartment is roomy , safe and quiet
Bus stop outside. Its a safe, quiet , 6 unit building, mature people, no problem tenants.",44.61201,-63.62269,2024-03-19
2 bed 2 bath Apartment ,2945,"5548 Kaye St, Halifax, NS B3K 1Y5","February 17, 2024 4:22 PM",over a month ago,Apartment,2,2,,Not Included,1,1 Year,Yes,500,No,Laundry (In Unit),Yes,Balcony,Outdoors only,"24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,,"PLEASE READ BEFORE MESSAGING; SERIOUS INQUIRIES ONLY!
Looking to do a lease takeover for April 1st for a 2-bedroom 2-bathroom apartment in THE ANTHONY, 5548 Kaye St., Halifax
IMPORTANT:
1. We are just the tenant looking for applicants to be approved by the landlord/management.
2. NO negotiations as the management will be the one who will decide.
Apartment details: 2,945.00/month comes with underground parking
Includes heat, water, ductless heat pump/ac, laundry in unit, 1 underground parking space, and storage. UNFURNISHED
Corner unit with 2 large balcony, good neighbour’s, cement walls(sound proof), all appliances (Fridge, stove, microwave, dishwasher, washer, and dryer)
Walking distance to Young Street Plaza with Atlantic Superstore - Dollarama…, Tim Hortons, Esso, Burger King and the best Starbucks & Flyns are just on the corner of the building exit.
Cat friendly. No dogs.
Application requirements:
1. Must be employed with requirements of recent paystubs
2. Must be making a sufficient amount of income to guarantee you will be able to pay rent monthly
3. Good credit history
If you are interested, please send me your information so I can help with a link to apply.
Once sent, please provide the following information back to me so I stay in touch to my landlord for the application review.
",44.66162,-63.59922,2024-03-19
"2 adults looking for an apartment in Medicine Hat, Alberta",,"Halifax, NS B3L 4P3",2024-02-18T13:46:57.000Z,about a month ago,Apartment,1,1,,Not Included,0,1 Year,Yes,100,No,,No,,Outdoors only,,Owner,,We're two adults looking for a bachelor or one bedroom apartment. We own a cat. Feel free to ask for more details.,44.65552,-63.62421,2024-03-19
Rental properties,,"Halifax, NS B3R 1B4",2024-02-18T14:51:43.000Z,about a month ago,Apartment,3,1,Water,Not Included,2,1 Year,Limited,900,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",Yes,"Yard,Balcony",No,,Owner,,3 bedroom upper flat of a house 2 bedroom available also,44.57845,-63.59844,2024-03-19
1 Bed 1 Bath Apartment Sublet- South End Halifax,1125,"Halifax, NS B3H 2N3",2024-02-18T17:31:22.000Z,about a month ago,Apartment,1,1,"Heat,Water",Not Included,0,Month-to-month,No,600,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Owner,,"Hello! I am looking for someone to sublet my room from May-August 2024 in a 2 bedroom lower level apartment located near Dalhousie's Studley Campus.,No couples. Must be female, quiet, and respectful, and will be living with my clean and respectful roommate.,Rent is $1125 per person ($2250 total), which includes heat, water, and hot water. Electricity and wifi are extra, and it is unfurnished, but we also have in unit washer, dryer, dishwasher, and heated floors! Street parking is available.,Our apartment is off of Quinpool, located near grocery stores, restaurants, NSLC, etc. If you are interested, please send a message about yourself!",44.64418,-63.59691,2024-03-19
