Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name
"Central Halifax,Modern bachelor, Heat,HW,NO PARKING,Laundry",1050.0,"5783 North St.apt #302, Halifax, NS, B3K 1N6",2024-02-26T22:00:03.000Z,3 days ago,Apartment,Bachelor/Studio,1.0,"Heat,Water",Not Included,0,1 Year,No,1,No,Laundry (In Building),No,,Outdoors only,Bicycle Parking,Professional,
Downtown Halifax Beautiful 1 Bedroom Available Now!! REDUCED!,1895.0,"5620 South Street, Halifax, NS, B3J 0A7",2024-02-26T22:00:03.000Z,3 days ago,Apartment,1,1.0,Water,Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,24 Hour Security,Bicycle Parking",Professional,www.olympusproperties.ca
Downtown Halifax Beautiful 1 Bedroom Available Now!! REDUCED!,1895.0,"5620 South Street, Halifax, NS, B3J 0A7",2024-02-26T22:00:03.000Z,3 days ago,Apartment,1,1.0,Water,Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,24 Hour Security,Bicycle Parking",Professional,www.olympusproperties.ca
Fantastic 2 Level 2 bedroom in highly sought after Clayton Park,2295.0,"55 Gristmill Court, Halifax, NS, B3M 0B9",2024-02-26T22:00:03.000Z,3 days ago,Apartment,2,1.0,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,,Professional,www.olympusproperties.ca
Dartmouth 2 Bedroom (2 Bath) Apartment for Rent:,2385.0,"79 Holtwood Court, Dartmouth, NS, B2W 0M9",2024-02-26T22:04:09.000Z,3 days ago,Apartment,2,2.0,Heat,Not Included,0,1 Year,No,1,No,Dishwasher,Yes,,No,Elevator in Building,Professional,www.skylineliving.ca
Dartmouth 2 Bedroom Apartment for Rent:,2245.0,"80 Holtwood Court, Dartmouth, NS, B2W 1G1",2024-02-26T22:04:20.000Z,3 days ago,Apartment,2,2.0,Heat,Not Included,0,1 Year,Yes,1,No,Dishwasher,Yes,,No,Elevator in Building,Professional,www.skylineliving.ca
"Empress Gardens - 2 Bedroom, 2 Bathroom, Den Apartment for Rent",2345.0,"461 Larry Uteck, Halifax, NS, B3M 0H3",2024-02-27T00:08:06.000Z,3 days ago,Apartment,2 + Den,2.0,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"24 Hour Security,Storage Space",Professional,www.hazelviewproperties.com
"Dartmouth 1 Bedroom Apartment for Rent - 36, 60, 65 Primrose Str",1794.0,"65 Primrose Street, Dartmouth, NS, B3A 4C5",2024-02-27T00:08:07.000Z,3 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Yes,"1,047",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.metcap.com
Bright Large 2BR Near Bayers Lake- Small Dog Friendly,2150.0,"109 Greenpark Close, Halifax, NS, B3S 1R6",2024-02-27T00:08:07.000Z,3 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,Yes,"24 Hour Security,Storage Space,Elevator in Building",Professional,www.hazelviewproperties.com
"The Welsford Apartments - 1 Bdrm available at 2074 Robie Street,",1695.0,"2074 Robie Street, Halifax, NS, B3K 5L3",2024-02-27T00:08:10.000Z,3 days ago,Apartment,1,1.0,Water,Not Included,0,1 Year,Yes,881,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Bicycle Parking,Elevator in Building",Professional,www.capreit.ca
23-112 Unique furnished bachelor in Dartmouth,1600.0,"Elm Street, Dartmouth, NS, B2W 2K4",2024-02-27T00:08:48.000Z,3 days ago,Apartment,Bachelor/Studio,1.0,"Hydro,Heat,Water",,1,1 Year,No,Not Available,Yes,"Dishwasher,Fridge / Freezer",No,Balcony,No,,Professional,www.halifaxqualityhomes.com
Premium  2 Bedroom + Den for Rent in Bedford Basin!,2450.0,"336 Amesbury Gate, Bedford, NS, B4B 0T6",2024-02-27T00:24:00.000Z,3 days ago,Apartment,2,2.0,Heat,Not Included,0,1 Year,Yes,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Elevator in Building",Professional,www.realstar.ca
3 Bedroom Apartment,,"17 Estates Rd, Halifax, B4C 3Z2",2024-02-27T01:33:54.000Z,3 days ago,Apartment,3,1.0,,Not Included,3+,Month-to-month,No,500,No,,No,,No,,Owner,
Seeking Roommate to co-sign for 2bed 2bath,,B3P 0H3,2024-02-27T02:04:05.000Z,3 days ago,Apartment,2,2.0,,Not Included,1,1 Year,No,"1,200",No,,No,,No,,Owner,
1 AND 2 BEDROOMS AVAILABLE JUNE 1ST! DOWNTOWN HALIFAX!!,2125.0,"Queen Street, Halifax, NS",2024-02-27T16:59:39.000Z,2 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,No,600,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Owner,
DOWNTOWN HALIFAX!! 4 BEDROOM AVAILABLE NOW!,2685.0,"Parker Street, Halifax, NS",2024-02-27T17:36:28.000Z,2 days ago,Basement,4,1.0,"Hydro,Heat,Water",Not Included,1,1 Year,No,700,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Yard,No,,Owner,
Downtown Halifax 1 bedroom apartment for lease takeover ,1650.0,"1471 South Park St, Halifax, NS B3J 2L1",2024-02-27T17:40:38.000Z,2 days ago,Apartment,1,1.0,Water,Not Included,0,1 Year,No,600,No,,Yes,,No,,Owner,
Apartment for rent,2100.0,"24 Sackville Cross Road, Lower Sackville, NS",2024-02-27T17:45:34.000Z,2 days ago,Apartment,2,2.0,"Heat,Water",Not Included,1,1 Year,No,"1,100",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Professional,
108 Albro - Lovely 1 Bedroom Apt in nice building!,1500.0,"108 Albro Lake Road, Dartmouth, NS, B3A 3Y9",2024-02-27T17:46:06.000Z,2 days ago,Apartment,1,1.0,Water,Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Yard,No,,Professional,www.ansellproperties.ca
Westbrook-Nice 2 BR Apt in a 7 Unit Building in Dartmouth!,1850.0,"4-3 Westbrook Avenue, Dartmouth, NS, B3A 1R5",2024-02-27T17:46:12.000Z,2 days ago,Apartment,2,1.0,Water,Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Unit),Fridge / Freezer",No,,No,,Professional,www.ansellproperties.ca
27-2 Beaver - Spacious 3 Bedroom Lower Unit in Cole Harbour!,1950.0,"4 - 27 Beaver Crescent, Cole Harbour, NS, B2V 1C8",2024-02-27T17:46:23.000Z,2 days ago,Apartment,3,1.0,Water,Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Unit),Fridge / Freezer",No,,No,,Professional,www.ansellproperties.ca
"MARCH 1 -FURNISHED ONE BEDROOM APT ON DAL CAMPUS, NEAR SMU, IWK",1995.0,"South Street, Halifax, NS",2024-02-27T17:52:26.000Z,2 days ago,Apartment,1,1.0,"Hydro,Heat,Water",,0,1 Year,No,1,Yes,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,,Owner,
"New 50+ bldg, Lrg windows/balcony. Forest views. Halifax-17kms",2295.0,"Hammonds Plains, NS B4B",2024-02-27T18:15:33.000Z,2 days ago,Apartment,2 + Den,2.0,Water,Not Included,1,1 Year,Limited,"1,440",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"Storage Space,Elevator in Building",Owner,
Kline ~ 1 Bedroom Main Floor Flat just off Quinpool!,1550.0,"2026A Kline Street, Halifax, NS, B3L 2X3",2024-02-27T18:30:01.000Z,2 days ago,Apartment,1,1.0,Water,Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,"Yard,Balcony",No,,Professional,www.ansellproperties.ca
Beautiful One Bedroom close to University / Hospitals,1995.0,"5620 South Street, Halifax, NS, B3J 0A7",2024-02-27T18:54:01.000Z,2 days ago,Apartment,1,1.0,Water,Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,24 Hour Security,Bicycle Parking,Elevator in Building",Professional,www.olympusproperties.ca
Fantastic one bedroom in Halifax's North-end- MAY 1ST,1995.0,"5511 Charles St., Halifax, NS, B3K 1K1",2024-02-27T19:00:07.000Z,2 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,"24 Hour Security,Elevator in Building",Professional,www.olympusproperties.ca
Fantastic one bedroom in Halifax's North-end- MAY 1ST,1995.0,"5511 Charles St., Halifax, NS, B3K 1K1",2024-02-27T19:00:07.000Z,2 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,"24 Hour Security,Elevator in Building",Professional,www.olympusproperties.ca
South End 1-Bedroom Apartment Available May 1,2050.0,"Tobin Street, Halifax, NS",2024-02-27T19:15:38.000Z,2 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,Month-to-month,No,550,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,Outdoors only,Bicycle Parking,Owner,
Bachelor Apartment ,1650.0,"Cedar St, Halifax, NS B3H",2024-02-27T20:30:23.000Z,2 days ago,Basement,Bachelor/Studio,1.0,,Not Included,0,1 Year,Limited,600,No,,No,,No,,Owner,
Exclusive Large Luxury Apartment-Utilities/Internet/Cable Incl!,2700.0,"Nova Scotia 329, Hubbards, NS",2024-02-27T22:00:31.000Z,2 days ago,Apartment,2,1.0,"Hydro,Heat,Water",,2,1 Year,Limited,"1,050",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,"Yard,Balcony",Outdoors only,Storage Space,Owner,
2 bedroom for rent,1700.0,"Lower Sackville, NS B4C 3H3",2024-02-27T22:55:30.000Z,2 days ago,Apartment,2,1.0,Water,Not Included,1,1 Year,Limited,900,No,Laundry (In Building),No,,Yes,24 Hour Security,Owner,
"2 bedroom on Kencrest Ave, Halifax - MAY 1",2300.0,"Kencrest Avenue, Halifax, NS",2024-02-27T23:08:00.000Z,2 days ago,Apartment,2,1.0,"Heat,Water",Not Included,1,1 Year,Limited,"1,000",No,Laundry (In Unit),No,,No,,Owner,
Available March 1st - Fully Furnished 2-Bedroom Apartment!,2500.0,"Dartmouth, NS B3A 4L2",2024-02-27T23:25:24.000Z,2 days ago,Apartment,2,1.0,"Hydro,Heat,Water",,1,Month-to-month,No,950,Yes,"Laundry (In Building),Fridge / Freezer",No,,Outdoors only,,Owner,
Gorgeous One Bedroom Flat Dartmouth / Lakefrontage,,"Dartmouth, NS B3A 4Z4",2024-02-27T23:57:49.000Z,2 days ago,Apartment,1,1.0,"Hydro,Heat,Water",Not Included,1,Month-to-month,Limited,"1,500",No,Fridge / Freezer,Yes,Balcony,No,,Owner,
"Stonecrest Village - 2 Bdrm - 79,81 Radcliffe Drive & 80,85,90, ",2360.0,"81 Radcliffe Drive, Halifax, NS, B3M 4L4",2024-02-28T00:08:15.000Z,2 days ago,Apartment,2,1.0,"Heat,Water",Not Included,0,1 Year,Yes,"1,350",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Bicycle Parking,Storage Space",Professional,www.capreit.ca
"The Macdonald - 2 Bdrm available at 5885 Cunard Street, Halifax ",2495.0,"5885 Cunard Street, Halifax, NS, B3K 1E3",2024-02-28T00:08:46.000Z,2 days ago,Apartment,2,1.0,"Heat,Water",Not Included,0,1 Year,Yes,961,No,,No,,No,Bicycle Parking,Professional,www.capreit.ca
New flooring! Top floor! Sunny side! 2bed+den/2bath!,2695.0,"3807 Mont Blanc Terrace, Halifax, NS, B3K 6R9",2024-02-28T00:12:44.000Z,2 days ago,Apartment,2 + Den,2.0,"Heat,Water",Not Included,0,1 Year,Limited,"1,382",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Storage Space,Elevator in Building",Professional,www.polycorp.ca
2 Bedroom + Den in Dartmouth - Get half off FMR!,2549.0,"47 Holtwood Court, Dartmouth, NS, B2W 1G1",2024-02-28T00:24:03.000Z,2 days ago,Apartment,2 + Den,2.0,,Not Included,0,1 Year,Yes,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,,Professional,
2 Bed 2 Bath in Dartmouth | Call Now!,2549.0,"58 Holtwood Court, Dartmouth, NS, B2W 0L2",2024-02-28T00:30:00.000Z,2 days ago,Apartment,2,2.0,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,,Professional,centurion.leadmanaging.com
King Andrew - 1 Bedroom Apartment for Rent,1800.0,"290 Main Ave., Halifax, NS, B3M 3V3",2024-02-28T14:54:01.000Z,a day ago,Apartment,1,1.0,,Not Included,0,1 Year,Limited,541,No,,No,,No,,Professional,www.templetonproperties.ca
Fenpark - 2 Bedroom Apartment for Rent,2600.0,"1128 South Park St., Halifax, NS, B3H 2W7",2024-02-28T15:00:02.000Z,a day ago,Apartment,2,1.0,,Not Included,0,1 Year,Limited,709,No,,No,,No,,Professional,www.templetonproperties.ca
"2 Bedroom, 2 Level Apartment at 100 Camelot Lane",1900.0,"100 Camelot lane, Halifax, NS, B3M 3Y4",2024-02-28T15:13:21.000Z,a day ago,Apartment,2,1.0,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,,Professional,www.mosaikproperties.ca
Two-Bedroom Apartment with Dual Balconies at 85 Prestwick Close,2100.0,"85 Prestwick Close, Halifax, NS, B3S 1P5",2024-02-28T15:13:21.000Z,a day ago,Apartment,2,1.5,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.mosaikproperties.ca
"Downtown Halifax Retreat: 2 Bed, 1 Bath Apartment with Balcony!",2100.0,"1619 Market Street, Halifax, NS, B3J 1K8",2024-02-28T15:13:26.000Z,a day ago,Apartment,2,1.0,"Heat,Water",Not Included,0,1 Year,Limited,884,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,Elevator in Building,Professional,
Spacious Two Bedroom Plus Den at Yorkdale,2300.0,"150 Solutions Drive, Halifax, NS, B3S 0E5",2024-02-28T15:13:30.000Z,a day ago,Apartment,2,1.5,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Storage Space,Elevator in Building",Professional,www.mosaikproperties.ca
LARGE & BRIGHT ONE BEDROOM WITH LARGE BALCONY! SOUTH END!!!,1749.0,"5713 Victoria Road, Halifax, NS, B3H 2Y3",2024-02-28T15:19:44.000Z,a day ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Yes,550,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Outdoors only,Elevator in Building,Professional,www.northpointhfx.com
BRAND NEW ONE BEDROOM SUITE IN HERITAGE BUILDING! SOUTH END HFX!,2199.0,"1029 South Park Street, Halifax, NS, B3H 1M1",2024-02-28T15:19:44.000Z,a day ago,Basement,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,805,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.northpointhfx.com
BRAND NEW ONE BEDROOM! BALCONY! NORTH END HFX! AVAILABLE NOW!!!,1799.0,"6140 Lady Hammond Road, Halifax, NS, B3K 2R5",2024-02-28T15:19:45.000Z,a day ago,Apartment,1,1.0,Water,Not Included,0,1 Year,Yes,600,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,,Professional,www.northpointhfx.com
2 Bedroom - Available March 1st,1800.0,"Halifax, NS B3P 2B6",2024-02-28T15:31:26.000Z,a day ago,Apartment,2,1.0,"Heat,Water",Not Included,1,1 Year,No,800,No,Laundry (In Building),No,Balcony,No,,Owner,
NEW! 1 & 2 bedroom apartments: from $1995/mth;  Hammonds Plains,1995.0,"Appaloosa Run, Hammonds Plains, NS",2024-02-28T15:43:54.000Z,a day ago,Apartment,1 + Den,1.5,"Heat,Water",Not Included,0,1 Year,Limited,"1,010",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,Elevator in Building,Owner,
2 bdrm-2 bthrm /Shiraz Gardens 50+ Move in ready/Hammonds Plains,2295.0,"Appaloosa Run, Hammonds Plains, NS",2024-02-28T15:44:30.000Z,a day ago,Apartment,2,2.0,"Heat,Water",Not Included,0,1 Year,Limited,"1,225",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,Elevator in Building,Owner,
Studio apartment for rent ,1400.0,"Halifax, NS, B3T1G4",2024-02-28T16:23:41.000Z,a day ago,Basement,Bachelor/Studio,1.0,"Hydro,Heat,Water",,1,Month-to-month,Limited,600,Yes,"Laundry (In Unit),Fridge / Freezer",No,,Outdoors only,,Owner,
23-091 Beautifully upgraded flat in Downtown Halifax,2275.0,"Bishop Street, Halifax, NS, B3J 1C9",2024-02-28T16:28:54.000Z,a day ago,Apartment,1,1.0,Water,Not Included,1,1 Year,No,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.halifaxqualityhomes.com
24-008 Nicely renovated 2 bed close to downtown!,2300.0,"John Street, Halifax, NS, B3K 4K6",2024-02-28T16:31:37.000Z,a day ago,Apartment,2,1.0,Water,Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.halifaxqualityhomes.com
"Central Halifax, Heat, HW, NO PARKING, - Laminate flooring ",1300.0,"North St, Halifax, NS B3K 1N6",2024-02-28T17:06:31.000Z,a day ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,No,1,No,"Laundry (In Building),Fridge / Freezer",No,,No,"24 Hour Security,Bicycle Parking",Owner,
Apartment for sharing,800.0,"15 Borden St, Halifax, NS B3N 2V6",2024-02-28T17:10:04.000Z,a day ago,Apartment,2,1.0,,Not Included,1,1 Year,Yes,"15,000",Yes,,Yes,,Outdoors only,,Owner,
"One bedroom one living room for rental in Halifax, Downtown",,"Halifax, NS B3H 1B9",2024-02-28T17:38:44.000Z,a day ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Yes,50,No,"Laundry (In Building),Fridge / Freezer",No,,No,"Bicycle Parking,Elevator in Building",Owner,
2 Bed + Den Seniors/Adults ONLY || $2295-$2395 AVAIL ASAP,2295.0,"Appaloosa Run, Hammonds Plains, NS",2024-02-28T18:20:01.000Z,a day ago,Apartment,2 + Den,2.0,"Heat,Water",Not Included,0,1 Year,Limited,"1,399",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Storage Space,Elevator in Building",Owner,
Apartment sublet,2095.0,"Dartmouth, NS B2W 6R7",2024-02-28T18:35:45.000Z,a day ago,Apartment,1,1.0,"Hydro,Water",Not Included,0,1 Year,Limited,"1,209",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,Outdoors only,"Gym,Pool,Storage Space,Elevator in Building",Owner,
Newly renovated 2-bedroom units in Halifax West,2400.0,"Main Avenue, Halifax, NS",2024-02-28T18:45:36.000Z,a day ago,Apartment,2,1.0,Hydro,Not Included,1,1 Year,No,900,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Yard,No,,Owner,
2 Bed 1 Bath || $1995 || JUNE || Dutch Village Rd || Email Luke,1995.0,"Dutch Village Road, Halifax, NS",2024-02-28T18:53:53.000Z,a day ago,Apartment,2,1.0,Water,Not Included,0,1 Year,Limited,"1,000",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,Outdoors only,Elevator in Building,Owner,
New 4 Bed- Central Halifax- May 1st- Everything INLC. DAL/SMU,4400.0,"Summit Street, Halifax, NS",2024-02-28T19:15:28.000Z,a day ago,House,4,1.0,"Hydro,Heat,Water",Not Included,2,1 Year,Limited,"1,500",No,Laundry (In Unit),Yes,"Yard,Balcony",No,,Professional,
One Bedroom Suite Available March 1st in Halifax,1475.0,"Halifax, NS B3N 2H8",2024-02-28T19:34:01.000Z,a day ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,No,900,No,"Laundry (In Building),Fridge / Freezer",No,,No,,Professional,
1 bedroom ,1500.0,"1452 Brenton St, Halifax, NS B3J 2K7",2024-02-28T22:49:26.000Z,about 21 hours ago,Apartment,1 + Den,1.0,,Not Included,0,1 Year,Yes,152,No,,Yes,,Outdoors only,,Owner,
Large 1 BR Apt. with Balcony in Armdale Area,1600.0,"B3N 3G7, Canada",2024-02-28T23:24:29.000Z,about 20 hours ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,Limited,1,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,Yes,Elevator in Building,Owner,
1 Bedroom Apartment for Rent - 7 Jackson Road,1499.0,"7 Jackson Road, Dartmouth, NS, B3A 4A4",2024-02-29T00:08:38.000Z,about 20 hours ago,Apartment,1,1.0,,Not Included,0,1 Year,Yes,650,No,"Laundry (In Building),Fridge / Freezer",No,,No,Storage Space,Professional,www.metcap.com
76 Place Apartments - 2 Bdrm + Den available at 76 Armenia Drive,2745.0,"76 Armenia Drive, Bedford, NS, B4A 0J9",2024-02-29T00:08:39.000Z,about 20 hours ago,Apartment,2 + Den,1.0,"Heat,Water",Not Included,0,Month-to-month,Yes,"1,459",Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Elevator in Building",Professional,www.capreit.ca
"The Madison - 2 Bdrm + Den available at 24 Farringdon Way, Bedfo",2675.0,"24 Farringdon Way, Bedford, NS, B4B 1K8",2024-02-29T00:08:40.000Z,about 20 hours ago,Apartment,2 + Den,1.0,"Heat,Water",Not Included,0,Month-to-month,Yes,"1,555",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Elevator in Building",Professional,www.capreit.ca
Halifax Apartments – The Plaza - 3 Bdrm available at 1881 Brunsw,4000.0,"1881 Brunswick Street, Halifax, NS, B3J 3L8",2024-02-29T00:08:40.000Z,about 20 hours ago,Apartment,3,1.0,"Heat,Water",Not Included,0,1 Year,Yes,"1,687",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Pool,Bicycle Parking,Storage Space,Elevator in Building",Professional,www.capreit.ca
"Cunard Apartments - 1 Bdrm available at 2065 Brunswick Street, H",1950.0,"2065 Brunswick Street, Halifax, NS, B3K 5T8",2024-02-29T00:08:40.000Z,about 20 hours ago,Apartment,1,1.0,Water,Not Included,0,Month-to-month,Yes,572,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Bicycle Parking,Storage Space,Elevator in Building",Professional,www.capreit.ca
"BRIGHT & SPACIOUS ONE BEDROOM STEPS TO DAL, SMU, IWK & DOWNTOWN!",1999.0,"6056 South Street, Halifax, NS, B3H 1T1",2024-02-29T00:08:47.000Z,about 20 hours ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Yes,550,No,"Laundry (In Building),Fridge / Freezer",No,,Outdoors only,,Professional,www.northpointhfx.com
TWO BEDROOM APARTMENT IN BRAND NEW BUILDING STEPS FROM DOWNTOWN!,3099.0,"5726 Inglis St, Halifax, NS, B3H 1K4",2024-02-29T00:08:48.000Z,about 20 hours ago,Apartment,2,2.5,"Heat,Water",Not Included,0,1 Year,Yes,"1,000",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,,Professional,www.northpointhfx.com
"LARGE TWO BEDROOM WITH BALCONY STEPS TO DOWNTOWN, DAL & SMU!!!",2449.0,"5713 Victoria Rd, Halifax, NS, B3H 2Y3",2024-02-29T00:08:48.000Z,about 20 hours ago,Apartment,2,1.5,"Heat,Water",Not Included,0,1 Year,Yes,800,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Outdoors only,Elevator in Building,Professional,www.northpointhfx.com
BRAND NEW TWO BEDROOM STEPS FROM POINT PLEASANT PARK!!!,2999.0,"1027 South Park Street, Halifax, NS, B3H 2W2",2024-02-29T00:08:48.000Z,about 20 hours ago,Apartment,2,2.0,Water,Not Included,0,1 Year,Yes,"1,000",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,,Professional,www.northpointhfx.com
"LARGE TWO BEDROOM STEPS TO DAL, SMU, HOSPITALS & DOWNTOWN!!!",2599.0,"6056 South Street, Halifax, NS, B3H 1T1",2024-02-29T00:08:48.000Z,about 20 hours ago,Apartment,2,1.0,"Heat,Water",Not Included,0,1 Year,Yes,900,No,"Laundry (In Building),Fridge / Freezer",No,,Outdoors only,,Professional,www.northpointhfx.com
LARGE & BRIGHT ONE BEDROOM STEPS TO SMU & DOWNTOWN  MAY 1ST!,1949.0,"5670 Inglis Street, Halifax, NS, B3H 1K3",2024-02-29T00:08:48.000Z,about 20 hours ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Yes,600,No,"Laundry (In Building),Fridge / Freezer",No,,Outdoors only,,Professional,www.northpointhfx.com
1738 Chestnut St - 1 Bedroom Apartment - May 1 2024,1950.0,"1740 Chestnut St, Halifax, NS, B3H 3T6",2024-02-29T19:06:42.000Z,39 minutes ago,Apartment,1 + Den,1.0,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Yard,No,"Bicycle Parking,Storage Space",Professional,www.pejkrentals.ca
"The Macdonald - 1 Bdrm available at 5885 Cunard Street, Halifax ",2095.0,"5885 Cunard Street, Halifax, NS, B3K 1E3",2024-02-29T00:09:16.000Z,about 20 hours ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Yes,760,No,,No,,No,Bicycle Parking,Professional,www.capreit.ca
Fantastic One bedroom on the Dartmouth Waterfront- MOVE IN NOW!,1695.0,"223 Windmill Rd., Dartmouth, NS, B3A 4M6",2024-02-29T00:09:17.000Z,about 20 hours ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,24 Hour Security,Professional,
CHARMING NORTH END 1 BR 1 BATH APARTMENT AVAILABLE NOV. 1ST,1795.0,"2326 Agricola Street, Halifax, NS, B3K 4B6",2024-02-29T00:09:18.000Z,about 20 hours ago,Apartment,1,1.0,Water,Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Fridge / Freezer",No,,No,,Professional,
"Ford St-  1bd Heat, Hw, Hdwood , Elevator,Balcony",1295.0,"6 Ford St, Halifax, NS, B3M 2M6",2024-02-29T00:24:00.000Z,about 19 hours ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Outdoors only,"Storage Space,Elevator in Building",Professional,
