Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name,Description
House for Rent,2700,"Dartmouth, NS B2W 6H5",2024-03-02T01:21:57.000Z,5 days ago,House,3,2,,Not Included,3+,1 Year,Yes,"1,600",No,Laundry (In Unit),Yes,"Yard,Balcony",Outdoors only,,Owner,,"3 Bedroom Semi-Detached House - 53 Madeira Cres.,1600 sq. Ft., spacious 3 Bedroom Semi-Detached home available April 2024. Located on a quiet side street in the wonderful community of Cole Harbour.,The main floor is semi open concept with a large kitchen and medium size living room which is made up for with barstool seating in the kitchen overlooking it.,The upstairs floor features three bedrooms and a full bathroom. The master bedroom features a large walk in closet.,The walk-out basement is fully finished and features a large main area, and large full bathroom. Laundry located in the basement as well.,Features:
- Ducted heat pump for efficient, cost-effective heat during the winter months, as well as air conditioning during the summer. No need to worry about oil.
- In house laundry
- Large two storey deck with access from main and basement floors. In the summer the deck receives sunlight from 11am until sunset.
- Plenty of storage space in basement
- Shed for extra storage
- Parking for up to three cars in driveway, and room for additional on the street, if need be.
- Located close to grocery stores, trails, playgrounds and Cole Harbour Place.,Utility costs:
Power which includes heat = ~$183.00/month (cheaper in summer)
Water = ~$70.00/month,Reach out to begin application process. Viewings will occur mid-month.,More photos available upon request.,$2700.00/month + utilities"
BRIGHT/1BR 2ndFLFlat/CLS2DAL/CLS2DWNTN/JUNE1st/$1600INCL,1600,"Carlton Street, Halifax, NS",2024-02-28T20:24:37.000Z,7 days ago,Apartment,1,1,"Hydro,Heat,Water",Not Included,0,1 Year,No,400,No,Fridge / Freezer,No,Balcony,No,,Owner,,"1466 CARLTON UNIT 2,This 1 BR Second floor Flat is located on the second level of 1466 Carlton Street. It is about 100 Feet from the DAL Schools of Medicine, Pharmacy , and Dentistry . It is about a ten minute walk to the main DAL Campus, Sexton Campus, SMU and Downtown.,This cozy flat is a great space at the upper rear of an old Victorian home.,This flat has its own set of stairs and entrance from the exterior.,There is one medium sized bedroom with closet.,The great-room has lots of windows and a great southwest exposure.,There is a small sunny deck for baggin rays and BBQs.,This flat has completely new hardwood laminate flooring. It has been re-wired and has new heating as well as fresh paint.,This Flat is available for a 12 month lease starting on JUNE first and rents for $1600.00 per month including heat, light, water and power.,If you would like to schedule a viewing of this flat please fire me an email , text or call 902 209 7297.,Thanks for checking out our Ad – Good luck with your hunt for a Flat.,Cheers. . . . .Gregor Byrne"
2 Bedrooms + DEN in Halifax for June,4615,"7037 Mumford Rd, Halifax, NS, B3L 2J1",2024-02-28T20:45:33.000Z,7 days ago,Apartment,2 + Den,3,,Not Included,0,1 Year,Limited,"1,668",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space",Professional,west22living.com,"West22 towers above the epicentre of Halifax's quintessential suburban West End neighbourhood. The building embraces contemporary Nordic-inspired architecture, along with modern amenities and finishes, to create a relaxed atmosphere with an abundance of natural light in every corner. Stunning views of the city elevate everyday living, while the surrounding community offers limitless options for entertainment and activities. Thoughtfully appointed suites have been designed to fit your sophisticated, dynamic lifestyle. Spacious floor plans and private outdoor terraces add to the feeling of home. The top three floors of West22 are dedicated to six prestigious penthouses, making for a distinct feature of this first-class residence. Living in the West End, you're in the midst of everything the city has to explore. Dining, shopping, and entertainment districts are only minutes away, as well as the famed Ashburn Golf Course and breathtaking ocean views from the Armdale Yacht Club. You have it all at West22.,2 ,A stylish resident lounge, The Salon has a dining room and kitchen that's fully equipped with sleek furnishings, stainless steel appliances, and plenty of space to enjoy small and large gatherings with friends.,A fully lit, outdoor Garden Terrace brings neighbours together, day and night, to enjoy views of the city and the beautiful nature that surrounds.,The multi-purpose Room 22 is the perfect place for relaxing and having fun. Whether you're hosting a book club in the library or a game of cards with friends, there are endless uses for this shared entertainment space.,Access to your private, fully equipped Fit Centre 24/7 means you won't need to venture far to work up a sweat.,The multi-purpose Fit Studio is the perfect venue for a variety of health and wellness activities like yoga, Pilates, dance, and exercise classes.,Enjoy a change of scenery while working from home in one of two Office Pods. Exclusive to West22, these private, solo spaces will help you focus on your important tasks at hand.,Enjoy the convenience of your secure Parcel Room,When friends or family visit, you'll have a fully furnished, one-bedroom Guest Suite to offer as their home away from home. An open concept living room in view of the kitchen and dining space, along with a spacious bedroom and ensuite bath await their stay.,Resident Managers, 902.406.7037,info@west22living.com,www.west22living.com "
Large 1 BR Apt. with Balcony in Armdale Area,1600,"B3N 3G7, Canada",2024-02-28T23:24:29.000Z,7 days ago,Apartment,1,1,"Heat,Water",Not Included,1,1 Year,Limited,1,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,Yes,Elevator in Building,Owner,,"Large 1 BR Apt. with Balcony In Armdale Area,Building is non-cannabis and no dogs allowed.
Located along Dunbrack Street, North, minutes from Bayers Lake and all Clayton Park Amenities. Ten minutes to downtown Halifax. Bus stop at front of building. Close to walking trails and Long Lake Park.
Building is clean and secure with on-site Building Manager. Elevator in building.
Suite has vinyl laminate flooring and new windows.
Rent includes heat, hot water, 3 appliances, one parking space and in-suite storage.
Coin operated laundry rooms in building.
$1600.00. Available March 15th.
For further information or to see apartment,
please call or text 902-237-5994"
1 Bedroom Apartment for Rent - 7 Jackson Road,1499,"7 Jackson Road, Dartmouth, NS, B3A 4A4",2024-02-29T00:08:38.000Z,7 days ago,Apartment,1,1,,Not Included,0,1 Year,Yes,650,No,"Laundry (In Building),Fridge / Freezer",No,,No,Storage Space,Professional,www.metcap.com,
76 Place Apartments - 2 Bdrm + Den available at 76 Armenia Drive,2745,"76 Armenia Drive, Bedford, NS, B4A 0J9",2024-02-29T00:08:39.000Z,7 days ago,Apartment,2 + Den,1,"Heat,Water",Not Included,0,Month-to-month,Yes,"1,459",Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Elevator in Building",Professional,www.capreit.ca,"Visit our Website: https://www.capreit.ca/apartments-for-rent/bedford-ns/76-place-apartments/,76 Place luxury apartments is a 6-story building nestled on a quiet cul-de-sac with all the finishes you would expect of a high end building in this sought after area. Located in a spectacular park-like setting with a natural forest backdrop and beautiful landscaping., , ,What's included in your rent,Heat, Parking, Storage, Water,Have Questions? Contact the Property Manager: (902) 701-4421"
"The Madison - 2 Bdrm + Den available at 24 Farringdon Way, Bedfo",2675,"24 Farringdon Way, Bedford, NS, B4B 1K8",2024-02-29T00:08:40.000Z,7 days ago,Apartment,2 + Den,1,"Heat,Water",Not Included,0,Month-to-month,Yes,"1,555",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Elevator in Building",Professional,www.capreit.ca,"Visit our Website: https://www.capreit.ca/apartments-for-rent/bedford-ns/the-madison/,The Madison offers you stunning and spacious 2 bedrooms plus dens for rent in Bedford with many luxurious amenities, set amongst tree-lined trails and expansive parks. Yet just minutes from downtown Halifax., , ,What's included in your rent,Heat, Water,Have Questions? Contact the Property Manager: 902-701-5531"
Halifax Apartments – The Plaza - 3 Bdrm available at 1881 Brunsw,4000,"1881 Brunswick Street, Halifax, NS, B3J 3L8",2024-02-29T00:08:40.000Z,7 days ago,Apartment,3,1,"Heat,Water",Not Included,0,1 Year,Yes,"1,687",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Pool,Bicycle Parking,Storage Space,Elevator in Building",Professional,www.capreit.ca,"Visit our Website: https://www.capreit.ca/apartments-for-rent/halifax-ns/halifax-apartments-the-plaza/,As a resident of Halifax Apartments you will have access to an array of amenities which include a large indoor pool and changerooms, a fitness centre, a social lounge, and a business centre with free Wi-Fi. Even an on-site grocer and restaurant., , ,What's included in your rent,Heat, Water,Have Questions? Contact the Property Manager: 902-422-5747"
"Cunard Apartments - 1 Bdrm available at 2065 Brunswick Street, H",1950,"2065 Brunswick Street, Halifax, NS, B3K 5T8",2024-02-29T00:08:40.000Z,7 days ago,Apartment,1,1,Water,Not Included,0,Month-to-month,Yes,572,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Bicycle Parking,Storage Space,Elevator in Building",Professional,www.capreit.ca,"Visit our Website: https://www.capreit.ca/apartments-for-rent/halifax-ns/cunard-apartments/,Located close to downtown and the stunning waterfront Cunard Apartments are located in a highly desirable area in Halifax, Nova Scotia. The apartments are perfectly catered to a wide range of residents from working professionals to families to everyone in between.,The building offers large one and two-bedroom suites for rent with sizes ranging from 572 sq. ft. to 966 sq. ft. which is ample space for your living needs. The apartments feature dishwashers and in suite laundry making it ideal for saving you time. There is vinyl and tile flooring throughout the unit. Relax on your balcony and take in the stunning waterfront views!, ,As a resident of Cunard Apartments you will have access to an array of amenities including parking. We make life easier for you as well with having all utilities included in your rent., , , ,What's included in your rent,Laundry, Storage, Water,Have Questions? Contact the Property Manager: 902-407-8845"
"The Macdonald - 1 Bdrm available at 5885 Cunard Street, Halifax ",2095,"5885 Cunard Street, Halifax, NS, B3K 1E3",2024-02-29T00:09:16.000Z,7 days ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Yes,760,No,,No,,No,Bicycle Parking,Professional,www.capreit.ca,"Visit our Website: https://www.capreit.ca/apartments-for-rent/halifax-ns/the-macdonald/,The Macdonald is a highly desirable apartment building with quality amenities and superior finishes with bachelor, one, and two bedroom apartments for rent. Residents of The Macdonald have access to an array of amenities., , , ,What's included in your rent,Heat, Water,Have Questions? Contact the Property Manager: 902-422-5033"
Fantastic One bedroom on the Dartmouth Waterfront- MOVE IN NOW!,1695,"223 Windmill Rd., Dartmouth, NS, B3A 4M6",2024-02-29T00:09:17.000Z,7 days ago,Apartment,1,1,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,24 Hour Security,Professional,,"Available NOW!,To fill out the online application please visit our site's homepage: WWW.OLYMPUSPROPERTIES.CA,To view contact Barb at 902-830-1835.,This beautiful 1 Bedroom renovated apartment is located in a clean, quiet, and secure 132-unit building at 223 Windmill Rd on the Dartmouth waterfront. The rent for this beautiful apartment includes the heat, hot and cold water, fridge, stove, dishwasher, parking for one, and on-site coin laundry. This location also offers you close proximity to Burnside Industrial Park, good access to the ferry, bus routes, NSCC Akerley Campus, MacDonald Bridge, and downtown Dartmouth and Halifax.,THIS PROPERTY IS SMOKE-FREE/ PET FREE.,Pictures are of a similar unit."
CHARMING NORTH END 1 BR 1 BATH APARTMENT AVAILABLE NOV. 1ST,1795,"2326 Agricola Street, Halifax, NS, B3K 4B6",2024-02-29T00:09:18.000Z,7 days ago,Apartment,1,1,Water,Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Fridge / Freezer",No,,No,,Professional,,"Welcome to Agricola Street!,Rent is $1795 + Power,This trendy, newly updated apartment is now available for new tenants!,This location cant be beat, youre less than a 5 minute drive (or 20 minute walk) from Halifaxs downtown core, and steps away from North End favourites such as Hali Deli, Bar Kismet, Young Pocha, etc,This space is apart of an 8 unit complex but has its own civic address and entrance. This suite is located on the lower level and comes with stainless steel kitchen appliances and in suite laundry.,Professionally managed by Happy Place Property Management www.happyplacepm.com.,We are considering pets on a case by case basis. Please email rent@happyplacepm.com for more details"
Two Bedroom Available at the Emerald Apartments!,2350,"72 Primrose Street, Dartmouth, NS, B3A 4C8",2024-02-29T00:30:00.000Z,7 days ago,Apartment,2,2,"Heat,Water",Not Included,0,1 Year,Yes,"1,025",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Bicycle Parking,Storage Space,Elevator in Building",Professional,www.emeraldrentals.ca,
2 Bedroom + DEN in Dartmouth for June,2695,"5 Horizon Court, Dartmouth, NS, B3A 0C4",2024-02-29T00:54:00.000Z,7 days ago,Apartment,2 + Den,2,"Heat,Water",Not Included,0,1 Year,No,"1,601",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space",Professional,www.avonhurstgardens.com,"Avonhurst Gardens consists of two Residential Buildings with 214 apartment homes. With modern quality finishes and smart layouts, every element of your apartment home has been designed with your lifestyle in mind. Dartmouth newest apartment homes offer spacious floor plans, the choice of air conditioned 1-, 2- and 3-bedroom layouts, each equipped with six appliances including your own washer and dryer. An apartment community that combines the convenience of suburban living with the sophistication of the urban experience is on the horizon. Shopping, Entertainment and Dartmouth picturesque lakes are just minutes away. Some of the on-site amenities include a Resident Lounge, Fitness and Business Center, a Movie Theater, Two Outdoor Terraces & Community Garden. Stay Connected to what important to you in a living space that reflects your taste in quality living and modern style.,6 Appliances,- Fridge,- Dishwasher,- Stove,- Microwave,- Washer,- Dryer,Heat,Hot Water,Water,Power,Heated Underground: $120/ month,Exterior: $45/ month,Storage Available - $40 / month,- Fitness Centre,- Entertainment Kitchen & Dining Area,- Resident Lounge,- Movie Theatre,- Two Outdoor Terrace with BBQ, dining, and lounge area,- Games Room,- Library,- Car Wash Bay,- Bike Storage,- On-Site Resident Manager,- Tenant Insurance Required,- Smoke Free Building,- Cats Allowed in Albro Building,- 1 Year Fixed Term Lease,Resident Manager,902.407.7007,info@avonhurstgardens.com,www.avonhurstgardens.com,To view other available apartments in Halifax go to 444RENT- www.444rent.com,To learn more about Paramount Management go to - www.paramountmanagement.ca."
